yt_id,start_seconds,end_seconds,r_label
mx8mrO03AdE,30.0,40.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Vehicle"
myRDci4OTEA,0.0,10.0,"Fire engine, fire truck (siren),Truck,Vehicle"
myeEWfNSqbE,30.0,40.0,"Fire engine, fire truck (siren),Siren,Civil defense siren"
mzU7GEhDxz4,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
n-WDEq02zN8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Civil defense siren"
n-bGnD2Hy38,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
n3IxW_bRT9c,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
n3d6a2A5YDs,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
n4L64u2xhwg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
n63pe8uLsHY,30.0,40.0,"Fire engine, fire truck (siren)"
n98JBb0VFIY,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
nFId7UUEKCA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
nGiu99Q47FI,24.0,34.0,"Fire engine, fire truck (siren),Speech"
nGwsUF7FNmw,21.0,31.0,"Fire engine, fire truck (siren),Siren"
nIRdsaoWozM,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
nJRuPe1sXBE,30.0,40.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Truck,Vehicle,Speech"
nKVSWHrpCIc,0.0,10.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle"
nKhoCVHvzMM,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
nMIrhVMzPyY,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
nNRqbbzcaYk,4.0,14.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
nODDdtxUJic,15.0,25.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
nQw1mcc1p-w,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
nRAtJ4VyMU4,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech,Outside, urban or manmade"
nT1D2vwXmpc,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
nTL4aBBvhYM,2.0,12.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
nTkG2lStgxk,22.0,32.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
nVfuN8KPutw,7.0,17.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
nVl-VfUlHO0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
nWR4ttq7AiA,70.0,80.0,"Fire engine, fire truck (siren),Vibration,Emergency vehicle,Idling,Truck,Vehicle"
nYiJgBJHEgE,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
nYrS-DeZk3o,40.0,50.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
nZH1c-JSk3A,20.0,30.0,"Fire engine, fire truck (siren),Truck,Vehicle"
nZPSQjD1sRg,12.0,22.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
n_iEw0O-wbE,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
ndP5yu-tV3U,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ndd5wChHDzk,21.0,31.0,"Fire engine, fire truck (siren),Music,Speech"
ngwgYNyJuAs,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
nh7UyR4LrDw,30.0,40.0,"Fire engine, fire truck (siren),Speech"
nhMoiMd4I6k,340.0,350.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech,Car"
nkpRkGlc0s8,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
nlBVY8iOEn0,28.0,38.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
nlwUvbd-DKc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
nm0EKgnBPHM,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
nmy5DyBaL-4,290.0,300.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
nnwccXiM6AU,30.0,40.0,"Fire engine, fire truck (siren)"
nqkE_weuRVY,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
nswldnAlXto,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
nvLR2jknImk,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
nwg2YAclas4,70.0,80.0,"Fire engine, fire truck (siren),Siren,Air horn, truck horn,Truck,Vehicle,Car,Outside, urban or manmade"
nyY0UtEKXqE,50.0,60.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
o-orwtbwGSU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
o-sZcb8_HQM,300.0,310.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
o0MIRIiCSNg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
o2qZ-P8mRjo,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
o3nq59MHsTU,30.0,40.0,"Fire engine, fire truck (siren),Siren,Vehicle"
o4kKqtRrAhg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
o5_9CnGoEn0,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
o7rytxccAgE,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
oBFWJilXqow,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
oBedQADVAmQ,30.0,40.0,"Fire engine, fire truck (siren)"
oCg8NyLKzRA,170.0,180.0,"Fire engine, fire truck (siren),Speech"
oDbGA8Lq-iA,30.0,40.0,"Fire engine, fire truck (siren),Speech,Inside, small room"
oFsStsueMZc,210.0,220.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
oHQNuG-d_is,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
oKNj4LvHL5s,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
oLS4x6tveCw,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
oLdMwdtmWvo,70.0,80.0,"Fire engine, fire truck (siren),Music,Truck,Vehicle,Outside, urban or manmade"
oMG7nDppDXI,9.0,19.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Car"
oMGSkrwchIw,310.0,320.0,"Fire engine, fire truck (siren),Speech,Outside, urban or manmade"
oOnj7GvPCmk,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
oPsYnXYCp3w,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
oQvwY6Mf0iI,40.0,50.0,"Fire engine, fire truck (siren),Speech"
oRrtCKhVbC8,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
oTv_p9_jGLE,8.0,18.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
oU6q8_BGjVo,14.0,24.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
oY5ZavBSlQY,19.0,29.0,"Fire engine, fire truck (siren),Siren"
oZyiilhGIBA,26.0,36.0,"Fire engine, fire truck (siren),Emergency vehicle"
o_RCLeIs4aI,59.0,69.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ob16doMHioI,5.0,15.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Car"
ob21uvxITMI,0.0,10.0,"Fire engine, fire truck (siren)"
ocuafce02Ck,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
ohynNaGIzTk,18.0,28.0,"Fire engine, fire truck (siren),Truck,Vehicle"
oiAped2f580,30.0,40.0,"Fire engine, fire truck (siren)"
olTzpVIQBss,280.0,290.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
op--1B3SmIg,30.0,40.0,"Fire engine, fire truck (siren)"
oqJ70Od2A4M,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
orPJwjAeZHA,100.0,110.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
ovesAgzrBnU,19.0,29.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
owuQXa-4KNU,5.0,15.0,"Fire engine, fire truck (siren),Engine"
owyDJYjuDE0,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
owyY_vJsBuo,180.0,190.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
oxFvQfBMJm4,9.0,19.0,"Fire engine, fire truck (siren),Vehicle"
oxo8f5GALzw,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
ozDfLbguVAs,10.0,20.0,"Fire engine, fire truck (siren),Fire,Speech,Outside, urban or manmade"
p-5C8T8ICmA,2.0,12.0,"Fire engine, fire truck (siren),Vehicle"
p-LCLgPEkb8,0.0,10.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
p-_uVvbWghU,30.0,40.0,"Fire engine, fire truck (siren),Siren,Police car (siren)"
p0fsKRuc48M,18.0,28.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
p2aciw0GnZQ,90.0,100.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
p4GZglPfxgA,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
p4yj29L7oMA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Music"
p69T3T4U2qg,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
p8pK__lKq1s,4.0,14.0,"Fire engine, fire truck (siren),Emergency vehicle,Police car (siren)"
p9ukAQUU0qE,15.0,25.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
pBKYuJCAUtU,30.0,40.0,"Fire engine, fire truck (siren),Speech"
pDzQ4rdNf8k,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
pFG83mPlfT8,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
pHjBb2HMDuM,6.0,16.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
pIZaSYOWSBQ,29.0,39.0,"Fire engine, fire truck (siren),Vehicle"
pNDkKerDrHw,26.0,36.0,"Fire engine, fire truck (siren),Speech"
pPONx7yp19E,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
pPRNua4L8uI,0.0,10.0,"Fire engine, fire truck (siren),Truck,Vehicle"
pSRSb2WGRn8,24.0,34.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
pTH9epkd8lY,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Outside, urban or manmade"
pTJYOdjuvDQ,30.0,40.0,"Fire engine, fire truck (siren)"
pVeQ3ZQOQ2A,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
pYjrr7_x2qE,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Outside, urban or manmade"
pYq0P9n1tm0,410.0,420.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
pa64jcbQxWw,90.0,100.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Traffic noise, roadway noise"
pahDAO65GOM,30.0,40.0,"Fire engine, fire truck (siren)"
pcaf6tqV_Mg,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
pcmatMy0-XY,90.0,100.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
pdetGeZeTns,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Siren,Truck,Vehicle"
perSC8wVD24,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
pgQRrcD2j2I,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Police car (siren),Truck"
piSs9hVoIVI,20.0,30.0,"Fire engine, fire truck (siren),Bus,Vehicle,Outside, urban or manmade"
pm3owRrPdVM,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
pn5MVDzjzh4,30.0,40.0,"Fire engine, fire truck (siren),Siren"
pnDER0G7qJA,21.0,31.0,"Fire engine, fire truck (siren),Emergency vehicle,Music,Truck,Vehicle,Speech"
pqfOSx0xW5k,18.0,28.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
prScyxOyWhU,80.0,90.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle"
psYKRBSXylk,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
pt7cMFHqJYE,11.0,21.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Truck,Vehicle,Heavy engine (low frequency)"
pvYwIdGrS90,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
pxJglkptIEo,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
pySsy6rVCaw,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Vehicle,Heavy engine (low frequency)"
pzaLqsvD5oQ,4.0,14.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Speech"
q18Yg_zrdFQ,90.0,100.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
q3jkF47TyOk,28.0,38.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Car"
q3p8OthdzdU,50.0,60.0,"Fire engine, fire truck (siren)"
q4mnPakh3IQ,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
q8EZI8JMaxs,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
q8U7vTz7bZY,390.0,400.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
qAN-ZK6x_OY,40.0,50.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
qAnbexjLePI,20.0,30.0,"Fire engine, fire truck (siren),Vehicle,Speech"
qAzAEWGA4sk,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
qCfOxIMQTsE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
qE2k3qXFPcc,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
qEbiiOn6E18,4.0,14.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
qGD4usQxmTQ,550.0,560.0,"Fire engine, fire truck (siren),Silence,Emergency vehicle,Truck,Vehicle,Outside, rural or natural"
qGPl-IZ4fXQ,520.0,530.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
qGgJRzQA-20,0.0,10.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
qGggSOLfbLY,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
qITnYSOz-TY,410.0,420.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
qJ9xxKbBeBo,30.0,40.0,"Fire engine, fire truck (siren)"
qJZu4cOiGNo,0.0,9.0,"Fire engine, fire truck (siren),Vehicle"
qLItiT7Vf8s,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
qN2WeWvBk8Q,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle,Speech"
qQ42Zfnxk3c,30.0,40.0,"Fire engine, fire truck (siren)"
qTUnX0OxaW8,260.0,270.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
qVIglKPJht0,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Vehicle,Car"
qVZI7yKR6eo,10.0,20.0,"Fire engine, fire truck (siren),Vehicle"
qVvi4yFl3ek,280.0,290.0,"Fire engine, fire truck (siren),Music,Vehicle,Outside, urban or manmade"
qWf81knhhH8,50.0,60.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
qXncYcCXO4w,30.0,40.0,"Fire engine, fire truck (siren),Siren,Vehicle"
qXyGmJtZ-a8,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
qYIXKB-xSKU,8.0,18.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
qZnsKebhicI,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
qcVYqGXz0Ac,5.0,15.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
qdUMz06AX-w,160.0,170.0,"Motor vehicle (road),Fire engine, fire truck (siren),Truck,Vehicle,Speech"
qgyW5kwGbBI,11.0,21.0,"Fire engine, fire truck (siren),Truck,Vehicle,Heavy engine (low frequency)"
qiKpPQmR3LE,0.0,6.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
qiZOnzpyQBc,22.0,32.0,"Fire engine, fire truck (siren),Truck,Vehicle,Speech"
qjA52a7dE_s,360.0,370.0,"Fire engine, fire truck (siren),Fire,Vehicle,Speech"
qjbAwgnY_Ho,11.0,21.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Vehicle,Medium engine (mid frequency)"
qpKEWrBYcUE,70.0,80.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Outside, urban or manmade"
qpvdphN45Yg,220.0,230.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
qqrBhXEir-Q,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
qr8xqPhfgMI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
qsHc2X1toLs,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren"
qujAC8ix2iU,160.0,170.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
quzI3Hm4IVU,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
qzj98dxpC4I,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
r5Ia3ZHBZ0w,90.0,100.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
r7CnUZX_ebQ,130.0,140.0,"Fire engine, fire truck (siren),Emergency vehicle,Speech"
r7vwY-EJ1Ks,30.0,40.0,"Fire engine, fire truck (siren),Speech"
r87XomJvc88,130.0,140.0,"Fire engine, fire truck (siren),Vehicle"
r89Or1AEfhU,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
r8AvIWpcTaY,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
r8saKbODDtc,30.0,40.0,"Fire engine, fire truck (siren)"
r8yjsf2htFg,100.0,110.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
rDSl26trakE,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Outside, urban or manmade"
rFBJ3446EUk,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Outside, urban or manmade"
rFrf2rQZaq0,10.0,20.0,"Fire engine, fire truck (siren),Vehicle"
rHx50t7y8_k,23.0,33.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
rIPPVvmt47A,4.0,14.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
rJinV0224lQ,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Traffic noise, roadway noise"
rKHoTxR-2H8,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Music"
rMAl4tPQtdg,130.0,140.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
rNlE-CF9GBc,1.0,11.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
rNpNq7BD3Ek,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
rOHhMqzLXKM,1.0,11.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Truck,Vehicle"
rOVLsk_q1dQ,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
rRE0aeDeaaU,1.0,11.0,"Fire engine, fire truck (siren),Vehicle,Speech,Car"
rRMjwe-IoLA,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
rSRfPnf9Hn4,100.0,110.0,"Fire engine, fire truck (siren)"
rSlv_FHdE5s,40.0,50.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
rVJ4F_2RF_8,30.0,40.0,"Fire engine, fire truck (siren),Engine,Accelerating, revving, vroom,Truck,Vehicle,Heavy engine (low frequency)"
rXYP88CFN3Y,25.0,35.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
rYK1G46lcyc,190.0,200.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
rYQpAMKZr4M,8.0,18.0,"Fire engine, fire truck (siren),Truck,Vehicle"
rYt_gMitsJo,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
rYutp4g6og8,25.0,35.0,"Fire engine, fire truck (siren),Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle,Speech"
rZFB8IJUkUs,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Accelerating, revving, vroom,Truck,Vehicle"
r_VhtoyxvAs,10.0,20.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Air horn, truck horn,Truck,Vehicle,Vehicle horn, car horn, honking,Speech"
r_wabXQbkx8,60.0,70.0,"Fire engine, fire truck (siren)"
ratMLGfaVII,30.0,40.0,"Fire engine, fire truck (siren),Music"
rbXqJTKcNFM,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Police car (siren)"
rbyM2qDkpz4,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
rdAvOwkmcv8,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
rf6M6o2B5ww,30.0,40.0,"Fire engine, fire truck (siren),Speech"
rhnqTtiBgAw,10.0,20.0,"Fire engine, fire truck (siren),Truck,Vehicle"
rhvKWITLHis,0.0,10.0,"Fire engine, fire truck (siren)"
rkG84I3a0YA,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Speech"
rmwTjNW0UGU,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
roByHotomoc,20.0,30.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
rpeO4PvAaKU,70.0,80.0,"Fire engine, fire truck (siren),Truck,Vehicle"
rrNGFjLHkzI,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Vehicle"
rvOfYsRoYqI,30.0,40.0,"Fire engine, fire truck (siren),Vehicle"
rxQEBKzR3jg,0.0,8.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
rzhkwuwxMvo,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle,Heavy engine (low frequency)"
s-EfWU92P7U,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
s-GlbUfWs70,80.0,90.0,"Motor vehicle (road),Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
s0irKAYCfOE,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech,Medium engine (mid frequency)"
s3GOjEjkgLY,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
s6IX65bm8Fo,10.0,20.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
s6mmdK9tZao,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
s6wP6vtRxFI,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle"
s8DF-UgcBvc,50.0,60.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
s8b4UG_lZxg,3.0,13.0,"Fire engine, fire truck (siren),Truck,Vehicle"
s9kl3NEp3qw,0.0,5.0,"Fire engine, fire truck (siren),Truck,Vehicle"
sCvxxuz3l_A,10.0,20.0,"Fire engine, fire truck (siren),Truck,Vehicle"
sEem3RGHZeE,140.0,150.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
sF1hgo9Ekfk,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
sFK9qjzPl0o,30.0,40.0,"Fire engine, fire truck (siren),Truck,Vehicle"
sJQ3BrG_M3M,30.0,40.0,"Fire engine, fire truck (siren),Siren,Speech"
sLS4IJeG2Mk,30.0,40.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Vehicle"
sLz5O4ZLrrk,30.0,40.0,"Fire engine, fire truck (siren),Vehicle,Speech"
sMLIuZtTQv4,90.0,100.0,"Fire engine, fire truck (siren),Engine,Emergency vehicle,Truck,Vehicle,Car"
sNSmgP4P6Uc,50.0,60.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren),Fire alarm"
sNhegjXNT5w,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
sOD1wLFL56c,22.0,32.0,"Fire engine, fire truck (siren),Vehicle"
sSqrSMB7Wk4,0.0,10.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
sT4LJrGMWw8,30.0,40.0,"Ambulance (siren),Fire engine, fire truck (siren),Emergency vehicle,Siren,Police car (siren)"
sTMNZdEh7ys,30.0,40.0,"Fire engine, fire truck (siren)"
sUVUOiVRLDY,40.0,50.0,"Fire engine, fire truck (siren),Fire,Emergency vehicle,Vehicle,Speech,Car"
sZWRWyoYrlQ,13.0,23.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren,Truck,Vehicle"
sZoNqAAsIRw,0.0,9.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
s_xvmTsooVo,40.0,50.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
saSy9S1F2QE,80.0,90.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle"
secu5ZBNjs0,20.0,30.0,"Fire engine, fire truck (siren),Emergency vehicle,Vehicle,Speech"
sfz4HukLdbk,0.0,10.0,"Fire engine, fire truck (siren),Vehicle"
shBzwBexRUg,120.0,130.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle"
shuaqTJ_lhM,28.0,38.0,"Fire engine, fire truck (siren),Siren,Vehicle,Speech"
si1RsHSbUUA,10.0,20.0,"Fire engine, fire truck (siren),Truck,Vehicle"
skFeGDPcyCY,0.0,9.0,"Fire engine, fire truck (siren),Emergency vehicle,Truck,Vehicle,Speech"
sl5Kardpf64,30.0,40.0,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
